id,book_eng,chapter,verse,bible_eng
26018020,Ezekiel,18,20,"The soul that sinneth, it shall die. The son shall not bear the iniquity of the father, neither shall the father bear the iniquity of the son: the righteousness of the righteous shall be upon him, and the wickedness of the wicked shall be upon him."
26018021,Ezekiel,18,21,"But if the wicked will turn from all his sins that he hath committed, and keep all my statutes, and do that which is lawful and right, he shall surely live, he shall not die."
26018022,Ezekiel,18,22,"All his transgressions that he hath committed, they shall not be mentioned unto him: in his righteousness that he hath done he shall live."
26018023,Ezekiel,18,23,"Have I any pleasure at all that the wicked should die? saith the Lord GOD: and not that he should return from his ways, and live?"
26018024,Ezekiel,18,24,"But when the righteous turneth away from his righteousness, and committeth iniquity, and doeth according to all the abominations that the wicked man doeth, shall he live? All his righteousness that he hath done shall not be mentioned: in his trespass that he hath trespassed, and in his sin that he hath sinned, in them shall he die."
26018025,Ezekiel,18,25,"Yet ye say, The way of the LORD is not equal. Hear now, O house of Israel; Is not my way equal? are not your ways unequal?"
26018026,Ezekiel,18,26,"When a righteous man turneth away from his righteousness, and committeth iniquity, and dieth in them; for his iniquity that he hath done shall he die."
26018027,Ezekiel,18,27,"Again, when the wicked man turneth away from his wickedness that he hath committed, and doeth that which is lawful and right, he shall save his soul alive."
26018028,Ezekiel,18,28,"Because he considereth, and turneth away from all his transgressions that he hath committed, he shall surely live, he shall not die."
26018029,Ezekiel,18,29,"Yet saith the house of Israel, The way of the LORD is not equal. O house of Israel, are not my ways equal? are not your ways unequal?"
26018030,Ezekiel,18,30,"Therefore I will judge you, O house of Israel, every one according to his ways, saith the Lord GOD. Repent, and turn yourselves from all your transgressions; so iniquity shall not be your ruin."
26018031,Ezekiel,18,31,"Cast away from you all your transgressions, whereby ye have transgressed; and make you a new heart and a new spirit: for why will ye die, O house of Israel?"
26018032,Ezekiel,18,32,"For I have no pleasure in the death of him that dieth, saith the Lord GOD: wherefore turn yourselves, and live ye."
26019001,Ezekiel,19,1,"Moreover take thou up a lamentation for the princes of Israel,"
26019002,Ezekiel,19,2,"And say, What is thy mother? A lioness: she lay down among lions, she nourished her whelps among young lions."
26019003,Ezekiel,19,3,"And she brought up one of her whelps: it became a young lion, and it learned to catch the prey; it devoured men."
26019004,Ezekiel,19,4,"The nations also heard of him; he was taken in their pit, and they brought him with chains unto the land of Egypt."
26019005,Ezekiel,19,5,"Now when she saw that she had waited, and her hope was lost, then she took another of her whelps, and made him a young lion."
26019006,Ezekiel,19,6,"And he went up and down among the lions, he became a young lion, and learned to catch the prey, and devoured men."
26019007,Ezekiel,19,7,"And he knew their desolate palaces, and he laid waste their cities; and the land was desolate, and the fulness thereof, by the noise of his roaring."
26019008,Ezekiel,19,8,"Then the nations set against him on every side from the provinces, and spread their net over him: he was taken in their pit."
26019009,Ezekiel,19,9,"And they put him in ward in chains, and brought him to the king of Babylon: they brought him into holds, that his voice should no more be heard upon the mountains of Israel."
26019010,Ezekiel,19,10,"Thy mother is like a vine in thy blood, planted by the waters: she was fruitful and full of branches by reason of many waters."
26019011,Ezekiel,19,11,"And she had strong rods for the sceptres of them that bare rule, and her stature was exalted among the thick branches, and she appeared in her height with the multitude of her branches."
26019012,Ezekiel,19,12,"But she was plucked up in fury, she was cast down to the ground, and the east wind dried up her fruit: her strong rods were broken and withered; the fire consumed them."
26019013,Ezekiel,19,13,"And now she is planted in the wilderness, in a dry and thirsty ground."
26019014,Ezekiel,19,14,"And fire is gone out of a rod of her branches, which hath devoured her fruit, so that she hath no strong rod to be a sceptre to rule. This is a lamentation, and shall be for a lamentation."
26020001,Ezekiel,20,1,"And it came to pass in the seventh year, in the fifth month, the tenth day of the month, that certain of the elders of Israel came to enquire of the LORD, and sat before me."
26020002,Ezekiel,20,2,"Then came the word of the LORD unto me, saying,"
26020003,Ezekiel,20,3,"Son of man, speak unto the elders of Israel, and say unto them, Thus saith the Lord GOD; Are ye come to enquire of me? As I live, saith the Lord GOD, I will not be enquired of by you."
26020004,Ezekiel,20,4,"Wilt thou judge them, son of man, wilt thou judge them? cause them to know the abominations of their fathers:"
26020005,Ezekiel,20,5,"And say unto them, Thus saith the Lord GOD; In the day when I chose Israel, and lifted up mine hand unto the seed of the house of Jacob, and made myself known unto them in the land of Egypt, when I lifted up mine hand unto them, saying, I am the LORD your God;"
26020006,Ezekiel,20,6,"In the day that I lifted up mine hand unto them, to bring them forth of the land of Egypt into a land that I had espied for them, flowing with milk and honey, which is the glory of all lands:"
26020007,Ezekiel,20,7,"Then said I unto them, Cast ye away every man the abominations of his eyes, and defile not yourselves with the idols of Egypt: I am the LORD your God."
26020008,Ezekiel,20,8,"But they rebelled against me, and would not hearken unto me: they did not every man cast away the abominations of their eyes, neither did they forsake the idols of Egypt: then I said, I will pour out my fury upon them, to accomplish my anger against them in the midst of the land of Egypt."
26020009,Ezekiel,20,9,"But I wrought for my name's sake, that it should not be polluted before the heathen, among whom they were, in whose sight I made myself known unto them, in bringing them forth out of the land of Egypt."
26020010,Ezekiel,20,10,"Wherefore I caused them to go forth out of the land of Egypt, and brought them into the wilderness."
26020011,Ezekiel,20,11,"And I gave them my statutes, and shewed them my judgments, which if a man do, he shall even live in them."
26020012,Ezekiel,20,12,"Moreover also I gave them my sabbaths, to be a sign between me and them, that they might know that I am the LORD that sanctify them."
26020013,Ezekiel,20,13,"But the house of Israel rebelled against me in the wilderness: they walked not in my statutes, and they despised my judgments, which if a man do, he shall even live in them; and my sabbaths they greatly polluted: then I said, I would pour out my fury upon them in the wilderness, to consume them."
26020014,Ezekiel,20,14,"But I wrought for my name's sake, that it should not be polluted before the heathen, in whose sight I brought them out."
26020015,Ezekiel,20,15,"Yet also I lifted up my hand unto them in the wilderness, that I would not bring them into the land which I had given them, flowing with milk and honey, which is the glory of all lands;"
26020016,Ezekiel,20,16,"Because they despised my judgments, and walked not in my statutes, but polluted my sabbaths: for their heart went after their idols."
26020017,Ezekiel,20,17,"Nevertheless mine eye spared them from destroying them, neither did I make an end of them in the wilderness."
26020018,Ezekiel,20,18,"But I said unto their children in the wilderness, Walk ye not in the statutes of your fathers, neither observe their judgments, nor defile yourselves with their idols:"
26020019,Ezekiel,20,19,"I am the LORD your God; walk in my statutes, and keep my judgments, and do them;"
26020020,Ezekiel,20,20,"And hallow my sabbaths; and they shall be a sign between me and you, that ye may know that I am the LORD your God."
26020021,Ezekiel,20,21,"Notwithstanding the children rebelled against me: they walked not in my statutes, neither kept my judgments to do them, which if a man do, he shall even live in them; they polluted my sabbaths: then I said, I would pour out my fury upon them, to accomplish my anger against them in the wilderness."
26020022,Ezekiel,20,22,"Nevertheless I withdrew mine hand, and wrought for my name's sake, that it should not be polluted in the sight of the heathen, in whose sight I brought them forth."
26020023,Ezekiel,20,23,"I lifted up mine hand unto them also in the wilderness, that I would scatter them among the heathen, and disperse them through the countries;"
26020024,Ezekiel,20,24,"Because they had not executed my judgments, but had despised my statutes, and had polluted my sabbaths, and their eyes were after their fathers' idols."
26020025,Ezekiel,20,25,"Wherefore I gave them also statutes that were not good, and judgments whereby they should not live;"
26020026,Ezekiel,20,26,"And I polluted them in their own gifts, in that they caused to pass through the fire all that openeth the womb, that I might make them desolate, to the end that they might know that I am the LORD."
26020027,Ezekiel,20,27,"Therefore, son of man, speak unto the house of Israel, and say unto them, Thus saith the Lord GOD; Yet in this your fathers have blasphemed me, in that they have committed a trespass against me."
26020028,Ezekiel,20,28,"For when I had brought them into the land, for the which I lifted up mine hand to give it to them, then they saw every high hill, and all the thick trees, and they offered there their sacrifices, and there they presented the provocation of their offering: there also they made their sweet savour, and poured out there their drink offerings."
26020029,Ezekiel,20,29,"Then I said unto them, What is the high place whereunto ye go? And the name whereof is called Bamah unto this day."
26020030,Ezekiel,20,30,"Wherefore say unto the house of Israel, Thus saith the Lord GOD; Are ye polluted after the manner of your fathers? and commit ye whoredom after their abominations?"
26020031,Ezekiel,20,31,"For when ye offer your gifts, when ye make your sons to pass through the fire, ye pollute yourselves with all your idols, even unto this day: and shall I be enquired of by you, O house of Israel? As I live, saith the Lord GOD, I will not be enquired of by you."
26020032,Ezekiel,20,32,"And that which cometh into your mind shall not be at all, that ye say, We will be as the heathen, as the families of the countries, to serve wood and stone."
26020033,Ezekiel,20,33,"As I live, saith the Lord GOD, surely with a mighty hand, and with a stretched out arm, and with fury poured out, will I rule over you:"
26020034,Ezekiel,20,34,"And I will bring you out from the people, and will gather you out of the countries wherein ye are scattered, with a mighty hand, and with a stretched out arm, and with fury poured out."
26020035,Ezekiel,20,35,"And I will bring you into the wilderness of the people, and there will I plead with you face to face."
26020036,Ezekiel,20,36,"Like as I pleaded with your fathers in the wilderness of the land of Egypt, so will I plead with you, saith the Lord GOD."
26020037,Ezekiel,20,37,"And I will cause you to pass under the rod, and I will bring you into the bond of the covenant:"
26020038,Ezekiel,20,38,"And I will purge out from among you the rebels, and them that transgress against me: I will bring them forth out of the country where they sojourn, and they shall not enter into the land of Israel: and ye shall know that I am the LORD."
26020039,Ezekiel,20,39,"As for you, O house of Israel, thus saith the Lord GOD; Go ye, serve ye every one his idols, and hereafter also, if ye will not hearken unto me: but pollute ye my holy name no more with your gifts, and with your idols."
26020040,Ezekiel,20,40,"For in mine holy mountain, in the mountain of the height of Israel, saith the Lord GOD, there shall all the house of Israel, all of them in the land, serve me: there will I accept them, and there will I require your offerings, and the firstfruits of your oblations, with all your holy things."
26020041,Ezekiel,20,41,"I will accept you with your sweet savour, when I bring you out from the people, and gather you out of the countries wherein ye have been scattered; and I will be sanctified in you before the heathen."
26020042,Ezekiel,20,42,"And ye shall know that I am the LORD, when I shall bring you into the land of Israel, into the country for the which I lifted up mine hand to give it to your fathers."
26020043,Ezekiel,20,43,"And there shall ye remember your ways, and all your doings, wherein ye have been defiled; and ye shall lothe yourselves in your own sight for all your evils that ye have committed."
26020044,Ezekiel,20,44,"And ye shall know that I am the LORD when I have wrought with you for my name's sake, not according to your wicked ways, nor according to your corrupt doings, O ye house of Israel, saith the Lord GOD."
26020045,Ezekiel,20,45,"Moreover the word of the LORD came unto me, saying,"
26020046,Ezekiel,20,46,"Son of man, set thy face toward the south, and drop thy word toward the south, and prophesy against the forest of the south field;"
26020047,Ezekiel,20,47,"And say to the forest of the south, Hear the word of the LORD; Thus saith the Lord GOD; Behold, I will kindle a fire in thee, and it shall devour every green tree in thee, and every dry tree: the flaming flame shall not be quenched, and all faces from the south to the north shall be burned therein."
26020048,Ezekiel,20,48,And all flesh shall see that I the LORD have kindled it: it shall not be quenched.
26020049,Ezekiel,20,49,"Then said I, Ah Lord GOD! they say of me, Doth he not speak parables?"
26021001,Ezekiel,21,1,"And the word of the LORD came unto me, saying,"
26021002,Ezekiel,21,2,"Son of man, set thy face toward Jerusalem, and drop thy word toward the holy places, and prophesy against the land of Israel,"
26021003,Ezekiel,21,3,"And say to the land of Israel, Thus saith the LORD; Behold, I am against thee, and will draw forth my sword out of his sheath, and will cut off from thee the righteous and the wicked."
26021004,Ezekiel,21,4,"Seeing then that I will cut off from thee the righteous and the wicked, therefore shall my sword go forth out of his sheath against all flesh from the south to the north:"
26021005,Ezekiel,21,5,That all flesh may know that I the LORD have drawn forth my sword out of his sheath: it shall not return any more.
26021006,Ezekiel,21,6,"Sigh therefore, thou son of man, with the breaking of thy loins; and with bitterness sigh before their eyes."
26021007,Ezekiel,21,7,"And it shall be, when they say unto thee, Wherefore sighest thou? that thou shalt answer, For the tidings; because it cometh: and every heart shall melt, and all hands shall be feeble, and every spirit shall faint, and all knees shall be weak as water: behold, it cometh, and shall be brought to pass, saith the Lord GOD."
26021008,Ezekiel,21,8,"Again the word of the LORD came unto me, saying,"
26021009,Ezekiel,21,9,"Son of man, prophesy, and say, Thus saith the LORD; Say, A sword, a sword is sharpened, and also furbished:"
26021010,Ezekiel,21,10,"It is sharpened to make a sore slaughter; it is furbished that it may glitter: should we then make mirth? it contemneth the rod of my son, as every tree."
26021011,Ezekiel,21,11,"And he hath given it to be furbished, that it may be handled: this sword is sharpened, and it is furbished, to give it into the hand of the slayer."
26021012,Ezekiel,21,12,"Cry and howl, son of man: for it shall be upon my people, it shall be upon all the princes of Israel: terrors by reason of the sword shall be upon my people: smite therefore upon thy thigh."
26021013,Ezekiel,21,13,"Because it is a trial, and what if the sword contemn even the rod? it shall be no more, saith the Lord GOD."
26021014,Ezekiel,21,14,"Thou therefore, son of man, prophesy, and smite thine hands together. and let the sword be doubled the third time, the sword of the slain: it is the sword of the great men that are slain, which entereth into their privy chambers."
26021015,Ezekiel,21,15,"I have set the point of the sword against all their gates, that their heart may faint, and their ruins be multiplied: ah! it is made bright, it is wrapped up for the slaughter."
26021016,Ezekiel,21,16,"Go thee one way or other, either on the right hand, or on the left, whithersoever thy face is set."
26021017,Ezekiel,21,17,"I will also smite mine hands together, and I will cause my fury to rest: I the LORD have said it."
26021018,Ezekiel,21,18,"The word of the LORD came unto me again, saying,"
26021019,Ezekiel,21,19,"Also, thou son of man, appoint thee two ways, that the sword of the king of Babylon may come: both twain shall come forth out of one land: and choose thou a place, choose it at the head of the way to the city."
26021020,Ezekiel,21,20,"Appoint a way, that the sword may come to Rabbath of the Ammonites, and to Judah in Jerusalem the defenced."
26021021,Ezekiel,21,21,"For the king of Babylon stood at the parting of the way, at the head of the two ways, to use divination: he made his arrows bright, he consulted with images, he looked in the liver."
26021022,Ezekiel,21,22,"At his right hand was the divination for Jerusalem, to appoint captains, to open the mouth in the slaughter, to lift up the voice with shouting, to appoint battering rams against the gates, to cast a mount, and to build a fort."
26021023,Ezekiel,21,23,"And it shall be unto them as a false divination in their sight, to them that have sworn oaths: but he will call to remembrance the iniquity, that they may be taken."
26021024,Ezekiel,21,24,"Therefore thus saith the Lord GOD; Because ye have made your iniquity to be remembered, in that your transgressions are discovered, so that in all your doings your sins do appear; because, I say, that ye are come to remembrance, ye shall be taken with the hand."
26021025,Ezekiel,21,25,"And thou, profane wicked prince of Israel, whose day is come, when iniquity shall have an end,"
26021026,Ezekiel,21,26,"Thus saith the Lord GOD; Remove the diadem, and take off the crown: this shall not be the same: exalt him that is low, and abase him that is high."
26021027,Ezekiel,21,27,"I will overturn, overturn, overturn, it: and it shall be no more, until he come whose right it is; and I will give it him."
26021028,Ezekiel,21,28,"And thou, son of man, prophesy and say, Thus saith the Lord GOD concerning the Ammonites, and concerning their reproach; even say thou, The sword, the sword is drawn: for the slaughter it is furbished, to consume because of the glittering:"
26021029,Ezekiel,21,29,"Whiles they see vanity unto thee, whiles they divine a lie unto thee, to bring thee upon the necks of them that are slain, of the wicked, whose day is come, when their iniquity shall have an end."
26021030,Ezekiel,21,30,"Shall I cause it to return into his sheath? I will judge thee in the place where thou wast created, in the land of thy nativity."
26021031,Ezekiel,21,31,"And I will pour out mine indignation upon thee, I will blow against thee in the fire of my wrath, and deliver thee into the hand of brutish men, and skilful to destroy."
26021032,Ezekiel,21,32,Thou shalt be for fuel to the fire; thy blood shall be in the midst of the land; thou shalt be no more remembered: for I the LORD have spoken it.
26022001,Ezekiel,22,1,"Moreover the word of the LORD came unto me, saying,"
26022002,Ezekiel,22,2,"Now, thou son of man, wilt thou judge, wilt thou judge the bloody city? yea, thou shalt shew her all her abominations."
26022003,Ezekiel,22,3,"Then say thou, Thus saith the Lord GOD, The city sheddeth blood in the midst of it, that her time may come, and maketh idols against herself to defile herself."
26022004,Ezekiel,22,4,"Thou art become guilty in thy blood that thou hast shed; and hast defiled thyself in thine idols which thou hast made; and thou hast caused thy days to draw near, and art come even unto thy years: therefore have I made thee a reproach unto the heathen, and a mocking to all countries."
26022005,Ezekiel,22,5,"Those that be near, and those that be far from thee, shall mock thee, which art infamous and much vexed."
26022006,Ezekiel,22,6,"Behold, the princes of Israel, every one were in thee to their power to shed blood."
26022007,Ezekiel,22,7,In thee have they set light by father and mother: in the midst of thee have they dealt by oppression with the stranger: in thee have they vexed the fatherless and the widow.
26022008,Ezekiel,22,8,"Thou hast despised mine holy things, and hast profaned my sabbaths."
26022009,Ezekiel,22,9,In thee are men that carry tales to shed blood: and in thee they eat upon the mountains: in the midst of thee they commit lewdness.
26022010,Ezekiel,22,10,In thee have they discovered their fathers' nakedness: in thee have they humbled her that was set apart for pollution.
26022011,Ezekiel,22,11,"And one hath committed abomination with his neighbour's wife; and another hath lewdly defiled his daughter in law; and another in thee hath humbled his sister, his father's daughter."
26022012,Ezekiel,22,12,"In thee have they taken gifts to shed blood; thou hast taken usury and increase, and thou hast greedily gained of thy neighbours by extortion, and hast forgotten me, saith the Lord GOD."
26022013,Ezekiel,22,13,"Behold, therefore I have smitten mine hand at thy dishonest gain which thou hast made, and at thy blood which hath been in the midst of thee."
26022014,Ezekiel,22,14,"Can thine heart endure, or can thine hands be strong, in the days that I shall deal with thee? I the LORD have spoken it, and will do it."
26022015,Ezekiel,22,15,"And I will scatter thee among the heathen, and disperse thee in the countries, and will consume thy filthiness out of thee."
26022016,Ezekiel,22,16,"And thou shalt take thine inheritance in thyself in the sight of the heathen, and thou shalt know that I am the LORD."
26022017,Ezekiel,22,17,"And the word of the LORD came unto me, saying,"
26022018,Ezekiel,22,18,"Son of man, the house of Israel is to me become dross: all they are brass, and tin, and iron, and lead, in the midst of the furnace; they are even the dross of silver."
26022019,Ezekiel,22,19,"Therefore thus saith the Lord GOD; Because ye are all become dross, behold, therefore I will gather you into the midst of Jerusalem."
26022020,Ezekiel,22,20,"As they gather silver, and brass, and iron, and lead, and tin, into the midst of the furnace, to blow the fire upon it, to melt it; so will I gather you in mine anger and in my fury, and I will leave you there, and melt you."
26022021,Ezekiel,22,21,"Yea, I will gather you, and blow upon you in the fire of my wrath, and ye shall be melted in the midst therof."
26022022,Ezekiel,22,22,"As silver is melted in the midst of the furnace, so shall ye be melted in the midst thereof; and ye shall know that I the LORD have poured out my fury upon you."
26022023,Ezekiel,22,23,"And the word of the LORD came unto me, saying,"
26022024,Ezekiel,22,24,"Son of man, say unto her, Thou art the land that is not cleansed, nor rained upon in the day of indignation."
26022025,Ezekiel,22,25,"There is a conspiracy of her prophets in the midst thereof, like a roaring lion ravening the prey; they have devoured souls; they have taken the treasure and precious things; they have made her many widows in the midst thereof."
26022026,Ezekiel,22,26,"Her priests have violated my law, and have profaned mine holy things: they have put no difference between the holy and profane, neither have they shewed difference between the unclean and the clean, and have hid their eyes from my sabbaths, and I am profaned among them."
26022027,Ezekiel,22,27,"Her princes in the midst thereof are like wolves ravening the prey, to shed blood, and to destroy souls, to get dishonest gain."
26022028,Ezekiel,22,28,"And her prophets have daubed them with untempered morter, seeing vanity, and divining lies unto them, saying, Thus saith the Lord GOD, when the LORD hath not spoken."
26022029,Ezekiel,22,29,"The people of the land have used oppression, and exercised robbery, and have vexed the poor and needy: yea, they have oppressed the stranger wrongfully."
26022030,Ezekiel,22,30,"And I sought for a man among them, that should make up the hedge, and stand in the gap before me for the land, that I should not destroy it: but I found none."
26022031,Ezekiel,22,31,"Therefore have I poured out mine indignation upon them; I have consumed them with the fire of my wrath: their own way have I recompensed upon their heads, saith the Lord GOD."
26023001,Ezekiel,23,1,"The word of the LORD came again unto me, saying,"
26023002,Ezekiel,23,2,"Son of man, there were two women, the daughters of one mother:"
26023003,Ezekiel,23,3,"And they committed whoredoms in Egypt; they committed whoredoms in their youth: there were their breasts pressed, and there they bruised the teats of their virginity."
26023004,Ezekiel,23,4,"And the names of them were Aholah the elder, and Aholibah her sister: and they were mine, and they bare sons and daughters. Thus were their names; Samaria is Aholah, and Jerusalem Aholibah."
26023005,Ezekiel,23,5,"And Aholah played the harlot when she was mine; and she doted on her lovers, on the Assyrians her neighbours,"
26023006,Ezekiel,23,6,"Which were clothed with blue, captains and rulers, all of them desirable young men, horsemen riding upon horses."
26023007,Ezekiel,23,7,"Thus she committed her whoredoms with them, with all them that were the chosen men of Assyria, and with all on whom she doted: with all their idols she defiled herself."
26023008,Ezekiel,23,8,"Neither left she her whoredoms brought from Egypt: for in her youth they lay with her, and they bruised the breasts of her virginity, and poured their whoredom upon her."
26023009,Ezekiel,23,9,"Wherefore I have delivered her into the hand of her lovers, into the hand of the Assyrians, upon whom she doted."
26023010,Ezekiel,23,10,"These discovered her nakedness: they took her sons and her daughters, and slew her with the sword: and she became famous among women; for they had executed judgment upon her."
26023011,Ezekiel,23,11,"And when her sister Aholibah saw this, she was more corrupt in her inordinate love than she, and in her whoredoms more than her sister in her whoredoms."
26023012,Ezekiel,23,12,"She doted upon the Assyrians her neighbours, captains and rulers clothed most gorgeously, horsemen riding upon horses, all of them desirable young men."
26023013,Ezekiel,23,13,"Then I saw that she was defiled, that they took both one way,"
26023014,Ezekiel,23,14,"And that she increased her whoredoms: for when she saw men pourtrayed upon the wall, the images of the Chaldeans pourtrayed with vermilion,"
26023015,Ezekiel,23,15,"Girded with girdles upon their loins, exceeding in dyed attire upon their heads, all of them princes to look to, after the manner of the Babylonians of Chaldea, the land of their nativity:"
26023016,Ezekiel,23,16,"And as soon as she saw them with her eyes, she doted upon them, and sent messengers unto them into Chaldea."
26023017,Ezekiel,23,17,"And the Babylonians came to her into the bed of love, and they defiled her with their whoredom, and she was polluted with them, and her mind was alienated from them."
26023018,Ezekiel,23,18,"So she discovered her whoredoms, and discovered her nakedness: then my mind was alienated from her, like as my mind was alienated from her sister."
26023019,Ezekiel,23,19,"Yet she multiplied her whoredoms, in calling to remembrance the days of her youth, wherein she had played the harlot in the land of Egypt."
26023020,Ezekiel,23,20,"For she doted upon their paramours, whose flesh is as the flesh of asses, and whose issue is like the issue of horses."
26023021,Ezekiel,23,21,"Thus thou calledst to remembrance the lewdness of thy youth, in bruising thy teats by the Egyptians for the paps of thy youth."
26023022,Ezekiel,23,22,"Therefore, O Aholibah, thus saith the Lord GOD; Behold, I will raise up thy lovers against thee, from whom thy mind is alienated, and I will bring them against thee on every side;"
26023023,Ezekiel,23,23,"The Babylonians, and all the Chaldeans, Pekod, and Shoa, and Koa, and all the Assyrians with them: all of them desirable young men, captains and rulers, great lords and renowned, all of them riding upon horses."
26023024,Ezekiel,23,24,"And they shall come against thee with chariots, wagons, and wheels, and with an assembly of people, which shall set against thee buckler and shield and helmet round about: and I will set judgment before them, and they shall judge thee according to their judgments."
26023025,Ezekiel,23,25,"And I will set my jealousy against thee, and they shall deal furiously with thee: they shall take away thy nose and thine ears; and thy remnant shall fall by the sword: they shall take thy sons and thy daughters; and thy residue shall be devoured by the fire."
26023026,Ezekiel,23,26,"They shall also strip thee out of thy clothes, and take away thy fair jewels."
26023027,Ezekiel,23,27,"Thus will I make thy lewdness to cease from thee, and thy whoredom brought from the land of Egypt: so that thou shalt not lift up thine eyes unto them, nor remember Egypt any more."
26023028,Ezekiel,23,28,"For thus saith the Lord GOD; Behold, I will deliver thee into the hand of them whom thou hatest, into the hand of them from whom thy mind is alienated:"
26023029,Ezekiel,23,29,"And they shall deal with thee hatefully, and shall take away all thy labour, and shall leave thee naked and bare: and the nakedness of thy whoredoms shall be discovered, both thy lewdness and thy whoredoms."
26023030,Ezekiel,23,30,"I will do these things unto thee, because thou hast gone a whoring after the heathen, and because thou art polluted with their idols."
26023031,Ezekiel,23,31,Thou hast walked in the way of thy sister; therefore will I give her cup into thine hand.
26023032,Ezekiel,23,32,Thus saith the Lord GOD; Thou shalt drink of thy sister's cup deep and large: thou shalt be laughed to scorn and had in derision; it containeth much.
26023033,Ezekiel,23,33,"Thou shalt be filled with drunkenness and sorrow, with the cup of astonishment and desolation, with the cup of thy sister Samaria."
26023034,Ezekiel,23,34,"Thou shalt even drink it and suck it out, and thou shalt break the sherds thereof, and pluck off thine own breasts: for I have spoken it, saith the Lord GOD."
26023035,Ezekiel,23,35,"Therefore thus saith the Lord GOD; Because thou hast forgotten me, and cast me behind thy back, therefore bear thou also thy lewdness and thy whoredoms."
26023036,Ezekiel,23,36,"The LORD said moreover unto me; Son of man, wilt thou judge Aholah and Aholibah? yea, declare unto them their abominations;"
26023037,Ezekiel,23,37,"That they have committed adultery, and blood is in their hands, and with their idols have they committed adultery, and have also caused their sons, whom they bare unto me, to pass for them through the fire, to devour them."
26023038,Ezekiel,23,38,"Moreover this they have done unto me: they have defiled my sanctuary in the same day, and have profaned my sabbaths."
26023039,Ezekiel,23,39,"For when they had slain their children to their idols, then they came the same day into my sanctuary to profane it; and, lo, thus have they done in the midst of mine house."
26023040,Ezekiel,23,40,"And furthermore, that ye have sent for men to come from far, unto whom a messenger was sent; and, lo, they came: for whom thou didst wash thyself, paintedst thy eyes, and deckedst thyself with ornaments,"
26023041,Ezekiel,23,41,"And satest upon a stately bed, and a table prepared before it, whereupon thou hast set mine incense and mine oil."
26023042,Ezekiel,23,42,"And a voice of a multitude being at ease was with her: and with the men of the common sort were brought Sabeans from the wilderness, which put bracelets upon their hands, and beautiful crowns upon their heads."
26023043,Ezekiel,23,43,"Then said I unto her that was old in adulteries, Will they now commit whoredoms with her, and she with them?"
26023044,Ezekiel,23,44,"Yet they went in unto her, as they go in unto a woman that playeth the harlot: so went they in unto Aholah and unto Aholibah, the lewd women."
26023045,Ezekiel,23,45,"And the righteous men, they shall judge them after the manner of adulteresses, and after the manner of women that shed blood; because they are adulteresses, and blood is in their hands."
26023046,Ezekiel,23,46,"For thus saith the Lord GOD; I will bring up a company upon them, and will give them to be removed and spoiled."
26023047,Ezekiel,23,47,"And the company shall stone them with stones, and dispatch them with their swords; they shall slay their sons and their daughters, and burn up their houses with fire."
26023048,Ezekiel,23,48,"Thus will I cause lewdness to cease out of the land, that all women may be taught not to do after your lewdness."
26023049,Ezekiel,23,49,"And they shall recompense your lewdness upon you, and ye shall bear the sins of your idols: and ye shall know that I am the Lord GOD."
26024001,Ezekiel,24,1,"Again in the ninth year, in the tenth month, in the tenth day of the month, the word of the LORD came unto me, saying,"
26024002,Ezekiel,24,2,"Son of man, write thee the name of the day, even of this same day: the king of Babylon set himself against Jerusalem this same day."
26024003,Ezekiel,24,3,"And utter a parable unto the rebellious house, and say unto them, Thus saith the Lord GOD; Set on a pot, set it on, and also pour water into it:"
26024004,Ezekiel,24,4,"Gather the pieces thereof into it, even every good piece, the thigh, and the shoulder; fill it with the choice bones."
26024005,Ezekiel,24,5,"Take the choice of the flock, and burn also the bones under it, and make it boil well, and let them seethe the bones of it therein."
26024006,Ezekiel,24,6,"Wherefore thus saith the Lord GOD; Woe to the bloody city, to the pot whose scum is therein, and whose scum is not gone out of it! bring it out piece by piece; let no lot fall upon it."
26024007,Ezekiel,24,7,"For her blood is in the midst of her; she set it upon the top of a rock; she poured it not upon the ground, to cover it with dust;"
26024008,Ezekiel,24,8,"That it might cause fury to come up to take vengeance; I have set her blood upon the top of a rock, that it should not be covered."
26024009,Ezekiel,24,9,Therefore thus saith the Lord GOD; Woe to the bloody city! I will even make the pile for fire great.
26024010,Ezekiel,24,10,"Heap on wood, kindle the fire, consume the flesh, and spice it well, and let the bones be burned."
26024011,Ezekiel,24,11,"Then set it empty upon the coals thereof, that the brass of it may be hot, and may burn, and that the filthiness of it may be molten in it, that the scum of it may be consumed."
26024012,Ezekiel,24,12,"She hath wearied herself with lies, and her great scum went not forth out of her: her scum shall be in the fire."
26024013,Ezekiel,24,13,"In thy filthiness is lewdness: because I have purged thee, and thou wast not purged, thou shalt not be purged from thy filthiness any more, till I have caused my fury to rest upon thee."
26024014,Ezekiel,24,14,"I the LORD have spoken it: it shall come to pass, and I will do it; I will not go back, neither will I spare, neither will I repent; according to thy ways, and according to thy doings, shall they judge thee, saith the Lord GOD."
26024015,Ezekiel,24,15,"Also the word of the LORD came unto me, saying,"
26024016,Ezekiel,24,16,"Son of man, behold, I take away from thee the desire of thine eyes with a stroke: yet neither shalt thou mourn nor weep, neither shall thy tears run down."
